#;Núm. da RI;Ordem;Equipam.;TAG (Campo);Local Instalação;Data Máx. RI;Desc. Componente;Desc. Problema;Texto descritivo da RI
1;20043998;;;;SUA.GLP.PIER01;42973;;;Conteúdo da notaPrio.: CCANCELADANenhuma ação existenteNenhuma medida existenteNenh.item existente
179;20102694;;10321016;LINTER HC PGL-3A;NES.TA.SUAPE   .LINPROD.SRO_PGL3A;46142;LINHA-SUPORTE;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CREP PINTURA SUPORTESAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar as regiões com corrosão nos suportes conforme itens 3 e4.2 da norma N-1550.REFERÊNCIA: Todos os suportes e perfis metálicos de suportação de todasas linhas da bacia de contenção do píer.ParteObjet LINHA-SUPORTE
180;20102696;;10321016;LINTER HC PGL-3A;NES.TA.SUAPE   .LINPROD.SRO_PGL3A;46142;LINHA-SUPORTE;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CREP PINTURA SUPORTESAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar as regiões com corrosão nos suportes conforme itens 3 e4.2 da norma N-1550.REFERÊNCIA: Todos os suportes e perfis metálicos de suportação de todasas linhas e de suportação dos eletrodutos de alimentação de válvulas einstrumentos da parte superior do píer, vizinhos aos braços decarregamento.ParteObjet LINHA-SUPORTE
181;20102700;;10321016;LINTER HC PGL-3A;NES.TA.SUAPE   .LINPROD.SRO_PGL3A;46142;INEXISTENTE;INEXISTENTE;"Conteúdo da notaPrio.: CIDENTIFICAR LINHAS SEM TAGAção  OutraNenhuma medida existenteITEM    1Probl.: INEXISTENTEIdentificar as linhas abaixo através de pintura do TAG conforme normaN-1522:-linha 2""-HC-6400-141-Ba (trecho da tubovia da ponte de acesso ao píer);-linha 2""-DS-6400-132-Ba (descarga da PSV da linha de 24""Diesel 500 dotrecho da tubovia da ponte de acesso ao píer);-linha 2""-DS-6400-134-Ba (descarga da PSV da linha de 24""Diesel 50 dotrecho da tubovia da ponte de acesso ao píer);-linha 2""-HC-6400-540-Ba (descarga das PSV-6400122, PSV-6400123 ePSV-6400124);-linha 1""-PE-6400-138-Ba da descarga da PSV-66035 (alívio da linha40""-PE-6400-161-Ba).REFERÊNCIA: desenhos DE-4450.10-6100-200-DIU-029 eDE-4450.10-6100-200-DIU-030.ParteObjet INEXISTENTE"
182;20102704;;10321016;LINTER HC PGL-3A;NES.TA.SUAPE   .LINPROD.SRO_PGL3A;46142;OUTROS DEFEITOS;OUTROS DEFEITOS;"Conteúdo da notaPrio.: CCOMPLETAR TAG DA LINHAAção  OutraNenhuma medida existenteITEM    1Probl.: OUTROS DEFEITOSComplementar caracteres faltando no TAG da linha 12""-HC-6400-236-Ba-PP(linha da descarga das válvulas anti-surge), conforme norma N-1522.REFERÊNCIA: desenho DE-4450.10-6100-200-DIU-030.ParteObjet OUTROS DEFEITOS"
183;20102705;;10321016;LINTER HC PGL-3A;NES.TA.SUAPE   .LINPROD.SRO_PGL3A;46142;OUTROS DEFEITOS;OUTROS DEFEITOS;"Conteúdo da notaPrio.: CCORRIGIR TAG DA LINHAAção  OutraNenhuma medida existenteITEM    1Probl.: OUTROS DEFEITOSCorrigir TAG da linha 6""-DS-6122-028-Ba (linha tronco na bacia decontenção). O TAG correto é 6""-DS-6122-176-Ba.REFERÊNCIA: desenho DE-4450.10-6100-200-DIU-030.ParteObjet OUTROS DEFEITOS"
184;20108312;;10324293;LINTER SCI - PGL3A;NES.TA.SUAPE   .PIER3A .LINSCI;46147;LINHA-DRENO;PROCESSO CORROSIVO;Conteúdo da notaPrio.: BPROCESSO CORROSIVONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar os drenos listados a seguir que pertencem ao sistema detubulação LINTER SCI-PGL 3A conforme condição 4 da norma N-442 daPETROBRAS: No dreno a jusante do suporte PS-030-010 (tubulação6”-AG-5420-028-Cj – ver Foto 29 do RF-60106289)), no dreno no trechoelevado próximo ao suporte PS-030-060 (tubulação 10”-AG-5420-025-Cj –ver Foto 16 do RF-60106289).ParteObjet LINHA-DRENO
185;20108313;;10324293;LINTER SCI - PGL3A;NES.TA.SUAPE   .PIER3A .LINSCI;46147;LINHA-VENT;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: BTratar e PintarNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar os ventes listados a seguir que pertencem ao sistema detubulação LINTER SCI-PGL 3A conforme condição 4 da norma N-442 daPETROBRAS: o suspiro no trecho elevado após a derivação com a tubulação12”-AG-5420-013-Cj (tubulação 10”-AG-5420-025-Cj – ver Foto 41 doRF-60106289); o suspiro junto à XV-5420017 (tubulação 8”-AG-5420-027-Cj– ver Foto 42 do RF-60106289). OBSERVAÇÃO: Após o tratamento e pintura,instalar cap de proteção o vente próximo à XV-5420017 conforme FiguraC.1 ou C.2 da norma N-108 da PETROBRAS.ParteObjet LINHA-VENT"
186;20108008;;10389632;LINTER BUNKER ABAST PGL-3A;NES.TA.SUAPE   .LINPROD.BNK_PGL3A;46148;LINHA-DISPOSITIVO DE SEGURANÇA;OUTROS;Conteúdo da notaPrio.: BInstalar Dispositivo de SegurançaNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSReinstalar dispositivo de segurança próximo da válvula XV-5336107,conforme fluxograma DE-4450.10-6100-944-DIU-001 - Folha 3/3.Importante: Antes da sua instalação, solicitar que a INSP realize ainspeção interna da PSV para verificação das suas condições físicas ecalibração.ParteObjet LINHA-DISPOSITIVO DE SEGURANÇA
187;20102708;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;ESFERA EXTERNO-INSTRUMENTOS DE PRESSÃO;OUTROS;Conteúdo da notaPrio.: CTRATAR E PINTAR PIAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: OUTROSTratar e pintar as regiões com corrosão atmosférica superficial uniformeleve próximo a válvula do PI, conforme esquema de pintura item 4.4.2(condição 20) da norma Petrobras N-2913.ParteObjet ESFERA EXTERNO-INSTRUMENTOS DE PRESSÃO
188;20102710;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;ESFERA EXTERNO-DISPOS. DE ATERRAMENTO;FALHA NO CONECTOR;Conteúdo da notaPrio.: CTRATAR E PINTAR CHAPA DE ATERRAMENTOAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: FALHA NO CONECTORTratar e pintar corrosão atmosférica por placas na chapa que fixaaterramento em todas as pernas, conforme esquema de pintura condição 2 eitem 3.2 da norma Petrobras N-1550.ParteObjet ESFERA EXTERNO-DISPOS. DE ATERRAMENTO
189;20102723;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;ESFERA EXTERNO-CONEXÕES;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CTRATAR E PINTAR BOCA DE VISITA INFERIORAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOITEM 1) Tratar e pintar as regiões com corrosão atmosférica superficialnos flanges, na solda do flange de pescoço, nos olhais, barras, pinos dearticulação, parafusos, estojos e porcas da boca de visita inferior daesfera, conforme esquema de pintura item 4.4.2 (condição 20) da normaPetrobras N-2913.ITEM 2) Após pintura, instalar fita anticorrosiva entre flanges(Denso-Tape ST ou similar).ParteObjet ESFERA EXTERNO-CONEXÕES
190;20102724;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;ESFERA EXTERNO-CONEXÕES;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CTRATAR E PINTAR TOMADAS DE AMOSTRASAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar as regiões com corrosão atmosférica superficial nastomadas de amostras listadas abaixo, conforme esquema de pintura item4.4.2 (condição 20) da norma Petrobras N-2913.- tomada inferior da calota inferior: no niple soldado ao casco e naextremidade da tomada (redução e válvula).- tomada intermediária da calota inferior: no niple e luva soldado aocasco e na extremidade da tomada (válvula, niple e joelho).- tomada superior da calota superior: no niple e luva soldado ao casco.ParteObjet ESFERA EXTERNO-CONEXÕES
191;20102725;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;ESFERA EXTERNO-CONEXÕES;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CTRATAR E PINTAR TOMADAS DOS TT'sAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOITEM 1) Tratar e pintar as regiões com corrosão atmosférica superficialnas tomadas dos TIs listadas abaixo, conforme esquema de pintura item4.4.2 (condição 20) da norma Petrobras N-2913.- no niple, flange posterior, estojos e porcas da tomada do TI 6315001Alocalizado na calota superior;- nos estojos e porcas da tomada do TI 6315001B localizado na tomadasuperior da calota inferior;- nos estojos e porcas da tomada do TI 6315001C localizado na tomadaintermediária da calota inferior;- nos estojos e porcas da tomada do TI 6315001D localizado no inferiorda calota inferior.ITEM 2) Após pintura, instalar fita anticorrosiva entre flanges(Denso-Tape ST ou similar).ParteObjet ESFERA EXTERNO-CONEXÕES"
192;20102726;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;ESFERA EXTERNO-CONEXÕES;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CTRATAR E PINTAR BOCA DE VISITA SUPERIORAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar as regiões com corrosão atmosférica superficial no turcoe no olhal da boca de visita superior da esfera, conforme esquema depintura item 4.4.2 (condição 20) da norma Petrobras N-2913.ParteObjet ESFERA EXTERNO-CONEXÕES
193;20102728;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;ESFERA EXTERNO-CONEXÕES;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CTRATAR E PINTAR UNIÃO FLANG DE VÁLVULAAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar os estojos e porcas das uniões flangeadas da válvulaHCV, localizada abaixo da esfera, conforme esquema de pintura item 4.4.2(condição 20) da norma Petrobras N-2913.OBS.: Caso seja necessária a remoção das fitas anticorrosivas das uniõesflangeadas, deve-se instalar nova fita (Denso-Tape ST ou similar).ParteObjet ESFERA EXTERNO-CONEXÕES
194;20102729;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;ESFERA EXTERNO-CONEXÕES;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CTRATAR E PINTAR UNIÃO FLANG DE VÁLVULAAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar os estojos e porcas das uniões flangeadas de todas asválvulas esfera do topo da esfera, conforme esquema de pintura condição4 e item 3.2 da norma Petrobras N-442.OBS.: Caso seja necessária a remoção das fitas anticorrosivas das uniõesflangeadas, deve-se instalar nova fita (Denso-Tape ST ou similar).ParteObjet ESFERA EXTERNO-CONEXÕES
195;20102748;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;ESFERA EXTERNO-TUBULAÇÕES;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CTRATAR E PINTAR UNIÃO FLANG DE VÁLVULAAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar os estojos e porcas das uniões flangeadas de todas asválvulas de retenção do topo da esfera, conforme esquema de pinturacondição 4 e item 3.2 da norma Petrobras N-442.OBS.: Caso seja necessária a remoção das fitas anticorrosivas das uniõesflangeadas, deve-se instalar nova fita (Denso-Tape ST ou similar).ParteObjet ESFERA EXTERNO-TUBULAÇÕES
196;20102751;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;SIST.COMBATE À INCÊNDIO-CONDIÇÃO GERAL;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CTRATAR E PINTAR TUBULAÇÃO SCIAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO#Regiões com corrosão atmosférica alveolar nas uniões flageadas próximoa curva de 45° e próximo ao chapel chinês no topo da esfera. Ver foto 19do RF 60100260. Gerada a RI 20102751 para correção.ParteObjet SIST.COMBATE À INCÊNDIO-CONDIÇÃO GERAL
197;20102755;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;PERNAS DE SUSTENTAÇÃO-TIRANTE/ACESSÓRIOS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CTRATAR E PINTAR TIRANTESAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar as regiões dispersas com corrosão atmosféricasuperficial ao longo de todos os tirantes e esticadores das pernas desustentação da esfera, conforme esquema de pintura condição 2 ou item3.2 da norma Petrobras N-1550.ParteObjet PERNAS DE SUSTENTAÇÃO-TIRANTE/ACESSÓRIOS
198;20102763;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;ESCADAS-CONDIÇÃO GERAL;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CTRATAR E PINTAR ESCADA HELICOIDALAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar os pontos dispersos com corrosão atmosférica superficialdistribuídos ao longo dos corrimões, rodapés, suportes, mãos-francesas,chapas, degraus e elementos de fixação da escada helicoidal, passarelasde acesso e na chapa da base do início da escada, conforme esquema depintura condição 2 e item 3.2 da norma Petrobras N-1550.ParteObjet ESCADAS-CONDIÇÃO GERAL
199;20102767;;10164231;EF631501;NES.TA.SUAPE   .ARMPR01.GLP_EF01;46158;FUNDAÇÕES E SUPORTES-SUPORTES;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CTRATAR E PINTAR SUPORTE TUBULAÇÃO SCIAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOEm todos os suportes metálicos, incluindo grampos ""U"", de sustentação efixação das linhas de água        do SCI da esfera, incluindo do anel deresfriamento, deve-se:ITEM 1) Tratar e pintar as regiões com corrosão atmosférica superficial,conforme esquema de pintura condição 2 ou item 3.2 da norma PetrobrasN-1550.ITEM 2) Substituir os grampos e porcas que estiverem danificados ou comcorrosão severa.ParteObjet FUNDAÇÕES E SUPORTES-SUPORTES"
200;20094724;52598240;10383960;TORRE TELECOM - IPJ2 BERÇO A);NES.TA.SUAPE   .TORRCOM;46162;TORRE-GUARDA CORPO;DANIFICADA;Conteúdo da notaPrio.: DDANIFICADANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: DANIFICADAQuarda corpo da escada deformada.Recuperar perfil de guarda corpo da escada deformado (ver foto 7 doanexo fotográfico).ParteObjet TORRE-GUARDA CORPOCausa:Impacto mecânico
201;20082277;52482648;10288145;LINTER DIESEL PGL-02;NES.TA.SUAPE   .LINPROD.CLA_PGL02;46163;LINHA-VENT;OUTROS;"Conteúdo da notaPrio.: CCORTAR E INSTALAR NOVO VENTAção  ModificaçãoNenhuma medida existenteITEM    2Probl.: OUTROSITEM 1) Instalar novo vent em região sem interferências do trecho dolooping da linha 16""-DS-6313-502-Ba, vizinho ao suporte STP-191, eremover vent atual que está em local de interferência com a vigasuperior do looping;ITEM 2) Cortar e pluguear o vent antigo que está com interferência naviga do looping;ITEM 3) Soldar chapas nos cortes das abas da viga, onde haviainterferência com o vent, reforçando o perfil;ITEM 4) Tratar e pintar as regiões do novo vent e do plugueamento dovent atual, conforme esquema de pintura condição 3 ou item 3.2 da normaPetrobras N-442, e para as regiões da viga tratar e pintar conformeesquema de pintura condição 2 ou item 3.2 da norma Petrobras N-1550.REQUISITOS: O novo vent deverá ser fabricado conforme normas PetrobrasN-76 e N-108 e instalado conforme as seguintes abaixo:-O serviço de soldagem deverá atender aos requisitos da norma PetrobrasN-133 se realizado na ""parada"" da linha. Ou de acordo com a normaPetrobras N-2163, se a linha estiver em operação (pressurizada com ousem fluxo, com produto ou seus resíduos).-Fabricação, montagem e controle de qualidade conforme Norma PetrobrasN-115, tabela A.2.-Para dispensa de teste de pressão, alternativamente à aplicação dosrequisitos do código de projeto aplicável,  podem  ser  seguidos  os requisitos  de  teste  de  pressão  da  API  570.SERVIÇOS COMPLEMENTARES: drenagem e inertização da linha ou trepanação;montagem de andaime.ParteObjet LINHA-VENT"
202;20094725;;10383960;TORRE TELECOM - IPJ2 BERÇO A);NES.TA.SUAPE   .TORRCOM;46164;TORRE-EQUIPAMENTOS INTERLIGADOS;ELEMENTOS FIXAÇÃO SOLTOS;Conteúdo da notaPrio.: CELEMENTOS FIXAÇÃO SOLTOSNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: ELEMENTOS FIXAÇÃO SOLTOSElementos de fixação soltosRealizar o reaperto de todos os elementos de fixação dos acessórios daTorre.ParteObjet TORRE-EQUIPAMENTOS INTERLIGADOSCausa:Desgaste natural
203;20094729;;10383960;TORRE TELECOM - IPJ2 BERÇO A);NES.TA.SUAPE   .TORRCOM;46164;TORRE-PINTURA GERAL;PINTURA DANIFICADA;Conteúdo da notaPrio.: CPINTURA DANIFICADANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PINTURA DANIFICADAPintura danificadaEfetura tratamento de superfície e pintura nos perfis que apresentamprocesso de corrosão e ausência de pintura (ver fotos de 3-6 do anexofotográfico).ParteObjet TORRE-PINTURA GERALCausa:Envelhecimento natural ou desgastes
204;20094730;;10383960;TORRE TELECOM - IPJ2 BERÇO A);NES.TA.SUAPE   .TORRCOM;46164;TORRE-SUPORTES;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CPROCESSO CORROSIVONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOGranpos com processo corrosivoSubstituir grampos em U e elementos de fixação de acessório localizadona plataforma (ver foto 9 do anexo fotográfico).ParteObjet TORRE-SUPORTESCausa:Ação do tempo ou falha do sistema pintur
205;20094731;;10383960;TORRE TELECOM - IPJ2 BERÇO A);NES.TA.SUAPE   .TORRCOM;46164;TORRE-ATERRAMENTO;INEXISTENTE;Conteúdo da notaPrio.: CRepor aterramentoNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: INEXISTENTEAterrametno inexistenteRestabelecer o aterramento.ParteObjet TORRE-ATERRAMENTOCausa:Falha de projeto ou instalação
206;20094732;;10383960;TORRE TELECOM - IPJ2 BERÇO A);NES.TA.SUAPE   .TORRCOM;46164;TORRE-BASE DE CONCRETO;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CPROCESSO CORROSIVONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOBase met. em contato direto com concretoAplicar proteção por elastômero nas partes metálicas das bases das torreem contato com a estrutura de concreto.ParteObjet TORRE-BASE DE CONCRETOCausa:Falha de projeto ou instalação
207;20094798;52598242;10383961;TORRE TELECOM - IPJ2 (BERÇO B);NES.TA.SUAPE   .TORRCOM;46164;TORRE-INSTRUMENTOS E ACESSÓRIOS;ELEMENTOS FIXAÇÃO SOLTOS;Conteúdo da notaPrio.: CELEMENTOS FIXAÇÃO SOLTOSNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: ELEMENTOS FIXAÇÃO SOLTOSElementos de fixação soltosRealizar o reaperto de todos os elementos de fixação dos acessórios daTorre.ParteObjet TORRE-INSTRUMENTOS E ACESSÓRIOSCausa:Desgaste natural
208;20094800;;10383961;TORRE TELECOM - IPJ2 (BERÇO B);NES.TA.SUAPE   .TORRCOM;46164;TORRE-ESTRUTURA METÁLICA;ELEMENTOS FIXAÇÃO SOLTOS;Conteúdo da notaPrio.: CELEMENTOS FIXAÇÃO SOLTOSNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: ELEMENTOS FIXAÇÃO SOLTOSCorrosão generalizadaSubstituir grampos em U e elementos de fixação de acessório localizadona plataforma (ver foto 10 do anexo fotográfico).ParteObjet TORRE-ESTRUTURA METÁLICACausa:Falha do sistema de pintura
209;20094801;;10383961;TORRE TELECOM - IPJ2 (BERÇO B);NES.TA.SUAPE   .TORRCOM;46164;TORRE-PINTURA GERAL;PINTURA DETERIORADA;Conteúdo da notaPrio.: CPINTURA DETERIORADANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PINTURA DETERIORADAPintura danificadaEfetura tratamento de superfície e pintura nos perfis que apresentamprocesso de corrosão e ausência de pintura (ver fotos de 2-9 do anexofotográfico) ou pintura integral do torre (RI D) - analisar a melhoralternativa do ponto de vista financeiro e operacional, os pontos maisdesgastados são os apontados no relatório, a pintura dos mesmos já ésuficiente do ponto de vista de integridade, mas como a torre é baixa,talvez a pintura integral seja vantajosa. Caso haja necessidade,contatar Luciana Torres ou João Paulo Pedrosa para esclarecimentos.ParteObjet TORRE-PINTURA GERALCausa:Falha do sistema de pintura
210;20094802;;10383961;TORRE TELECOM - IPJ2 (BERÇO B);NES.TA.SUAPE   .TORRCOM;46164;TORRE-ATERRAMENTO;INEXISTENTE;Conteúdo da notaPrio.: CSistema de aterramentoNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: INEXISTENTEFalta de componenteRestabelecer o aterramento.ParteObjet TORRE-ATERRAMENTOCausa:Projeto incorreto
211;20094807;52598237;10383124;TORRE TELECOM - IPJ4;NES.TA.SUAPE   .TORRCOM;46164;TORRE-ESTRUTURA METÁLICA;ELEMENTOS FIXAÇÃO SOLTOS;Conteúdo da notaPrio.: CELEMENTOS FIXAÇÃO SOLTOSNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: ELEMENTOS FIXAÇÃO SOLTOSElementos de fixação soltosRealizar o reaperto de todos os elementos de fixação dos acessórios daTorre.ParteObjet TORRE-ESTRUTURA METÁLICACausa:Desgaste natural
212;20094810;;10383124;TORRE TELECOM - IPJ4;NES.TA.SUAPE   .TORRCOM;46164;TORRE-PINTURA GERAL;PINTURA DETERIORADA;Conteúdo da notaPrio.: DPINTURA DETERIORADANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PINTURA DETERIORADAPintura danificadaEfetuar tratamento de superfície e pintura nos perfis que apresentamprocesso de corrosão e ausência de pintura (ver fotos de 3-6 do anexofotográfico)  ou pintura integral do torre. A pintura de reparo atende anecessidade apresentada pelo nível de desgastes, por se tratar de umatorre pequena, avaliar se a possibilidade de pintura integral é viável.Para definição da melhor escolha, entrar em contato com João PauloPedrosa ou Luciana Torres.ParteObjet TORRE-PINTURA GERALCausa:Envelhecimento natural ou desgastes
